ENTITYA	IDA	ENTITYB	IDB	SCORE
ICAM1	Q00238	Chemotaxis	SIGNOR-PH93	
ICI D1694	CHEBI:5847	TYMS	P45352	
idarubicin	CHEBI:42068	TOP2A	P41516	
IFNAR	SIGNOR-C243	Macrophage_activation	SIGNOR-PH126	
IFNG	P01581	ARDS	SIGNOR-PH128	
IFNG	P01581	Immune_response	SIGNOR-PH17	
IFNG	P01581	Inflammation	SIGNOR-PH12	
IGF1	P08025	Adipogenesis	SIGNOR-PH26	
85375-15-1	CID:6917797	SLC6A13	P31646	
IGFBP5	P24594	Skeletal_muscle_differentiation	SIGNOR-PH1	
IKK-complex	SIGNOR-C14	HES1	Q04666	
IKZF1	D4A9W4	Lymphopoiesis	SIGNOR-PH111	
IKZF3	D3ZSW3	B_cell_maturation	SIGNOR-PH15	
IL10RA	G3V830	Phagocytosis	SIGNOR-PH97	
IL10RA	G3V830	Phagocytosis	SIGNOR-PH97	
IL18	P97636	T_cell_activation	SIGNOR-PH73	
IL1A	P16598	Inflammation	SIGNOR-PH12	
IL1B	Q63264	Immune_response	SIGNOR-PH17	
IL4	P20096	Myoblast_fusion	SIGNOR-PH98	
IL5RA	G3V6S7	ERK1/2	SIGNOR-PF1	
IL6	P20607	Inflammation	SIGNOR-PH12	
IL6ST	P40190	T_cell_activation	SIGNOR-PH73	
iloprost	CHEBI:63916	PTGIR	P43253	
imatinib	CHEBI:45783	KIT	Q63116	
imatinib	CHEBI:45783	KIT	Q63116	
imatinib	CHEBI:45783	PDGFRA	P20786	
imatinib	CHEBI:45783	PDGFRB	Q05030	
imatinib methanesulfonate	CHEBI:31690	ABL1	E9PT20	
imatinib methanesulfonate	CHEBI:31690	LOC100909750	D3ZGM3	
imatinib methanesulfonate	CHEBI:31690	BCR-ABL	SIGNOR-FP6	
imatinib methanesulfonate	CHEBI:31690	KIT	Q63116	
imiquimod	CHEBI:36704	TLR7	A5H2Z9	
imiquimod	CHEBI:36704	TLR8	A5H300	
Immune complexes	SIGNOR-ST15	FCGR3	P27645	
Immune complexes	SIGNOR-ST15	FCGR2	Q63203	
Immune_response	SIGNOR-PH17	ARDS	SIGNOR-PH128	
PPM1D	B1WCA0	RPS6KA3	D3Z8E0	0.234
indometacin	CHEBI:49662	PTGS1	Q63921	
indometacin	CHEBI:49662	PTGS2	P35355	
indometacin	CHEBI:49662	PTGS2	P35355	
Inflammation	SIGNOR-PH12	ARDS	SIGNOR-PH128	
Inflammation	SIGNOR-PH12	IL4	P20096	
1038915-60-4	CID:24958200	PARP1	P27008	
Integrator complex	SIGNOR-C265	HIST1H4B	P62804	
Integrator complex	SIGNOR-C265	JUNB	P24898	
Integrator complex	SIGNOR-C265	NcRNA_processing	SIGNOR-PH95	
Integrator complex	SIGNOR-C265	SDC4	P34901	
Ints14	Q66H58	Integrator complex	SIGNOR-C265	
Ionizing radiation	SIGNOR-ST16	CCDC6-RET	SIGNOR-FP9	
Ionizing radiation	SIGNOR-ST16	ELE1-RET	SIGNOR-FP10	
IPA-3	CHEBI:101355	PKN1	Q63433	
IRAK3	B2RYC8	Inflammation	SIGNOR-PH12	
IRF3	Q5XIB0	Interferon_Production	SIGNOR-PH16	
IRF4	D3ZEX6	M2_polarization	SIGNOR-PH55	
IRF4	D3ZEX6	M2_polarization	SIGNOR-PH55	
IRF5	D3ZPU1	M1_polarization	SIGNOR-PH54	
irinotecan	CHEBI:80630	Top1mt	Q6IM78	
irinotecan	CHEBI:80630	TOP1	Q9WUL0	
isoprenaline	CHEBI:64317	ADRB1	P18090	
isoprenaline	CHEBI:64317	ADRB2	P10608	
isoprenaline	CHEBI:64317	Adrb3	P26255	
Gle1	Q4KLN4	NPC	SIGNOR-C263	0.494
ixazomib	CHEBI:90942	PSMB5	P28075	
ixazomib citrate	CHEBI:90939	PSMB5	P28075	
ixabepilone	CHEBI:63605	Tubulin	SIGNOR-PF46	
JAK1/STAT1/STAT3	SIGNOR-C120	Fibrosis	SIGNOR-PH90	
JAK1/STAT1/STAT3	SIGNOR-C120	Proliferation	SIGNOR-PH4	
Jervine	CHEBI:6088	SMO	P97698	
Jervine	CHEBI:6088	SMO	P97698	
JNJ-28312141 free base	CID:11676971	CSF1R	Q00495	
JNJ-28312141 free base	CID:11676971	CSF1R	Q00495	
JNK	SIGNOR-PF15	Apoptosis	SIGNOR-PH2	
JQ1	CHEBI:137113	Brd2	Q6MGA9	
JQ1	CHEBI:137113	Brd3	D3ZWU1	
JQ1	CHEBI:137113	BRD4	D3ZGX8	
JQ1	CHEBI:137113	Brdt	D4A7T3	
JUN	P17325	Apoptosis	SIGNOR-PH2	
JUN	P17325	Brown_adipogenesis	SIGNOR-PH27	
JUN	P17325	Cell_migration	SIGNOR-PH38	
JUN	P17325	Monocyte_differentiation	SIGNOR-PH101	
JWOGUUIOCYMBPV-GMFLJSBRSA-N	CID:6918328	HDAC1	Q4QQW4	
JWOGUUIOCYMBPV-GMFLJSBRSA-N	CID:6918328	HDAC2	F7ENH8	
JWOGUUIOCYMBPV-GMFLJSBRSA-N	CID:6918328	HDAC2	F7ENH8	
JWOGUUIOCYMBPV-GMFLJSBRSA-N	CID:6918328	HDAC2	F7ENH8	
JWOGUUIOCYMBPV-GMFLJSBRSA-N	CID:6918328	HDAC3	Q6P6W3	
JWOGUUIOCYMBPV-GMFLJSBRSA-N	CID:6918328	HDAC3	Q6P6W3	
kaempferol	CHEBI:28499	AHR-ARNT	SIGNOR-C125	
Kdm2b	F1LLW9	Adipogenesis	SIGNOR-PH26	
ketanserin	CHEBI:6123	HTR2B	P30994	
ketanserin	CHEBI:6123	Slc18a1	Q01818	
ketoconazole	CHEBI:47519	Ugt1a1	Q64550	
ketoprofen	CHEBI:6128	PTGS1	Q63921	
ketoprofen	CHEBI:6128	PTGS2	P35355	
ketotifen	CHEBI:92511	HRH1	P31390	
Kif2b	Q5XI51	Mitotic_checkpoint	SIGNOR-PH28	
KLF15	Q5FVT6	Adipogenesis	SIGNOR-PH26	
KLF1	G3V6F3	Erythrocyte_differentiation	SIGNOR-PH104	
KLF6	O35819	Adipogenesis	SIGNOR-PH26	
KMT2A	F1M0L3	MLL1 complex	SIGNOR-C89	
KPNA6	F1LT58	NOTCH	SIGNOR-PF30	
KRAS	P08644	Glycolysis	SIGNOR-PH34	
KRN-633	CID:9549295	FLT1	P53767	
KRN-633	CID:9549295	FLT4	Q91ZT1	
KRN-633	CID:9549295	KDR	O08775	
Ku-0063794	CHEBI:85572	MTOR	P42346	
KU-60019	CID:15953870	ATM	D4ACL8	
KX2-391	CID:23635314	SRC	Q9WUD9	
Lamp2	P17046	Chaperone-mediated autophagy	SIGNOR-PH118	
lanreotide	CHEBI:135901	Sstr2	P30680	
lanreotide	CHEBI:135901	Sstr5	P30938	
lapatinib	CHEBI:49603	CSK	P32577	
lapatinib	CHEBI:49603	EGFR	G3V6K6	
lapatinib	CHEBI:49603	EGFR	G3V6K6	
lapatinib	CHEBI:49603	ERBB2	P06494	
lapatinib	CHEBI:49603	ERBB2	P06494	
lapatinib	CHEBI:49603	KDR	O08775	
lapatinib	CHEBI:49603	KIT	Q63116	
lapatinib	CHEBI:49603	RET	G3V9H8	
L-arginine	CHEBI:16467	Arg1	P07824	
L-arginine	CHEBI:16467	LOC497963	F1LSH9	
L-arginine	CHEBI:16467	NOS2	Q06518	
L-arginine	CHEBI:16467	Slc38a9	Q3B8Q3	
Selenos	Q8VHV8	Derl1	F7FNS3	0.1
LDHA	P04642	Glycolysis	SIGNOR-PH34	
LEF1	Q9QXN1	Differentiation	SIGNOR-PH37	
LEF1	Q9QXN1	Proliferation	SIGNOR-PH4	
LEF1	Q9QXN1	Survival	SIGNOR-PH13	
lenalidomide	CHEBI:63791	CSNK1A1	P97633	
lenvatinib	CHEBI:85994	FLT4	Q91ZT1	
lenvatinib	CHEBI:85994	KDR	O08775	
lenalidomide	CHEBI:63791	IKZF3	D3ZSW3	
leuprolide	CHEBI:6427	Gnrhr	P30969	
levomethadone	CHEBI:136003	OPRD1	P33533	
levomethadone	CHEBI:136003	OPRK1	P34975	
levomethadone	CHEBI:136003	OPRM1	P33535	
levomilnacipran	CHEBI:136040	Slc6a3	P23977	
levomilnacipran	CHEBI:136040	SLC6A4	P31652	
Lewy_body_formation	SIGNOR-PH56	Apoptosis	SIGNOR-PH2	
LGALS3	P08699	Apoptosis	SIGNOR-PH2	
lidocaine	CHEBI:6456	SCN2A	P04775	
lidocaine	CHEBI:6456	SCN5A	P15389	
linagliptin	CHEBI:68610	DPP4	P14740	
linifanib	CHEBI:91435	CSF1R	Q00495	
linifanib	CHEBI:91435	FLT1	P53767	
linifanib	CHEBI:91435	FLT4	Q91ZT1	
linifanib	CHEBI:91435	KDR	O08775	
Linsitinib	CID:11640390	IGF1R	P24062	
Linsitinib	CID:11640390	INSR	P15127	
lisinopril	CHEBI:43755	Ace	P47820	
lisinopril	CHEBI:43755	Ace	P47820	
L-isoprenaline	CHEBI:6257	ADRB1	P18090	
L-isoprenaline	CHEBI:6257	Adrb3	P26255	
lisuride	CHEBI:51164	HTR1A	P19327	
lisuride	CHEBI:51164	HTR1A	P19327	
LMNA	P48679	Adipogenesis	SIGNOR-PH26	
LMNA	P48679	Membrane_blebbing	SIGNOR-PH24	
lofepramine	CHEBI:47782	Slc6a2	F1LNR9	
lofexidine	CHEBI:51368	ADRA2A	P22909	
lofexidine	CHEBI:51368	Adra2b	P19328	
lofexidine	CHEBI:51368	Adra2c	P22086	
Loratadine	CHEBI:6538	Slc6a15	Q08469	
lovastatin	CHEBI:40303	HMGCR	P51639	
LRRK2	F1LNJ1	Autophagy	SIGNOR-PH31	
PTK6	D3ZDS3	Eps8	F1M3L7	0.25
LSM-1231	CHEBI:91471	JAK2	Q62689	
LSM-1231	CHEBI:91471	NTRK1	P35739	
LSM-1231	CHEBI:91471	NTRK2	Q63604	
LSM-20934	CHEBI:109533	DRD2	P61169	
LSM-20934	CHEBI:109533	HTR1A	P19327	
L-serine	CHEBI:17115	PKM	P11980	
LTBR	Q5U2S8	B_cell_maturation	SIGNOR-PH15	
LTBR	Q5U2S8	Lymphoma	SIGNOR-PH14	
L-thyroxine(1-)	CHEBI:60302	Ugt1a1	Q64550	
luminespib	CHEBI:83656	HSP90AA1	P82995	
luminespib	CHEBI:83656	HSP90AB1	P34058	
lurasidone	CHEBI:70735	ADRA2A	P22909	
lurasidone	CHEBI:70735	HTR1A	P19327	
lurasidone	CHEBI:70735	Htr2a	P14842	
lurasidone	CHEBI:70735	Htr7	P32305	
LY-2157299	CHEBI:137064	TGFBR1	P80204	
LY-2157299	CHEBI:137064	TGFBR2	P38438	
LY2784544	CID:46213929	JAK2	Q62689	
LY294002	CHEBI:65329	PI3K	SIGNOR-C156	
LY294002	CHEBI:65329	PIK3C3	O88763	
LY294002	CHEBI:65329	PIK3R1	Q63787	
LY2940680	CID:49848070	SMO	P97698	
lysophosphatidylserine 14:0(1-)	CHEBI:72402	Gpr174	D3ZWS1	
lysophosphatidylserine 14:0(1-)	CHEBI:72402	P2ry10	B5DF87	
M2_polarization	SIGNOR-PH55	IL10	P29456	
Macrophage_activation	SIGNOR-PH126	ARDS	SIGNOR-PH128	
Macrophage_activation	SIGNOR-PH126	CCL12	D4ABS1	
Macrophage_activation	SIGNOR-PH126	IL18	P97636	
MAGED1	Q9ES73	Skeletal_muscle_differentiation	SIGNOR-PH1	
MAP1LC3A	Q6XVN8	Autophagosome_formation	SIGNOR-PH36	
4-[[9-chloro-7-(2-fluoro-6-methoxyphenyl)-5H-pyrimido[5,4-d][2]benzazepin-2-yl]amino]-2-methoxybenzoic acid	CHEBI:125628	AURKA	P59241	
MAPK12	Q63538	Satellite_cells_self-renewal	SIGNOR-PH100	
MAPK14	P70618	Fibrosis	SIGNOR-PH90	
MAPK14	P70618	M2_polarization	SIGNOR-PH55	
MAPK14	P70618	Proliferation	SIGNOR-PH4	
1124329-14-1	CID:56973724	TTK	D4A4S7	
FANCD2	Q6IV68	BRCA2	O35923	0.742
FANCD2	Q6IV68	BRCA2	O35923	0.742
Bcorl1	F1LYC7	CTBP1	Q9Z2F5	0.351
85375-15-1	CID:6917797	SLC6A1	P23978	
MAPK8	P49185	Actin_cytoskeleton_reorganization	SIGNOR-PH84	
MAPT	P19332	Neurofibrillary tangle formation	SIGNOR-PH58	
maraviroc	CHEBI:63608	CCL5	P50231	
maraviroc	CHEBI:63608	CCR5	O08556	
alvocidib	CHEBI:47344	CDK4	P35426	
Mas1	P12526	Inflammation	SIGNOR-PH12	
masitinib	CHEBI:63450	KIT	Q63116	
masitinib	CHEBI:63450	PDGFRA	P20786	
Mat2b	Q5U2R0	Apoptosis	SIGNOR-PH2	
Mat2b	Q5U2R0	Proliferation	SIGNOR-PH4	
Mat2b	Q5U2R0	Proliferation	SIGNOR-PH4	
Mc1r	B6ZGR5	Pigmentation	SIGNOR-PH70	
alvocidib	CHEBI:47344	CDK5	Q03114	
MCM	SIGNOR-C268	DNA_replication	SIGNOR-PH53	
alvocidib	CHEBI:47344	CDK6	F1MA87	
MEIS1	B1WC31	Apoptosis	SIGNOR-PH2	
MEIS1	B1WC31	Cell_death	SIGNOR-PH109	
MEIS1	B1WC31	Differentiation	SIGNOR-PH37	
MEIS1	B1WC31	Proliferation	SIGNOR-PH4	
Melanotan II	CID:92432	MC3R	P32244	
Melanotan II	CID:92432	MC4R	P70596	
meloxicam	CHEBI:6741	PTGS2	P35355	
MEN1	Q9WVR8	Proliferation	SIGNOR-PH4	
mepyramine	CHEBI:6762	HRH1	P31390	
Mequitazine	CHEBI:31821	HRH1	P31390	
mesulergine	CHEBI:73378	HTR2B	P30994	
metaproterenol	CHEBI:6792	ADRB1	P18090	
metaproterenol	CHEBI:6792	ADRB2	P10608	
metaproterenol	CHEBI:6792	ADRB2	P10608	
metaproterenol	CHEBI:6792	Adrb3	P26255	
metformin	CHEBI:6801	CRTC2	Q3LRZ1	
metformin	CHEBI:6801	CRTC2	Q3LRZ1	
metformin	CHEBI:6801	PCK1	P07379	
methiothepin	CHEBI:64203	HTR1A	P19327	
methiothepin	CHEBI:64203	HTR1A	P19327	
methiothepin	CHEBI:64203	HTR2B	P30994	
methotrexate	CHEBI:44185	DHFR	Q920D2	
methoxamine	CHEBI:6839	ADRA1A	P43140	
methoxamine	CHEBI:6839	ADRA1B	P15823	
methoxamine	CHEBI:6839	ADRA1D	P23944	
methylnaltrexone	CHEBI:136007	OPRD1	P33533	
methylnaltrexone	CHEBI:136007	OPRK1	P34975	
methyltestosterone	CHEBI:27436	AR	P15207	
alvocidib	CHEBI:47344	CDK7	P51952	
alvocidib	CHEBI:47344	CDK9	Q641Z4	
methysergide	CHEBI:584020	HTR1A	P19327	
metoprolol	CHEBI:6904	ADRB1	P18090	
metyrapone	CHEBI:44241	Cyp11b2	P30099	
Mfge8	P70490	Fibrosis	SIGNOR-PH90	
mianserin	CHEBI:51137	HTR2B	P30994	
midostaurin	CHEBI:63452	FGR	Q6P6U0	
midostaurin	CHEBI:63452	KDR	O08775	
midostaurin	CHEBI:63452	KIT	Q63116	
midostaurin	CHEBI:63452	PRKCA	P05696	
mifepristone	CHEBI:50692	NR1I2	Q9R1A7	
mifepristone	CHEBI:50692	NR3C1	P06536	
migalastat	CHEBI:135923	Gla	D3ZJF9	
minoxidil	CHEBI:6942	Plod1	Q63321	
Mitochondrial respiratory chain complex I	SIGNOR-C277	Respiratory electron transport chain	SIGNOR-PH141	
Mitochondrial respiratory chain complex II	SIGNOR-C278	Respiratory electron transport chain	SIGNOR-PH141	
Mitochondrial respiratory chain complex III	SIGNOR-C279	Respiratory electron transport chain	SIGNOR-PH141	
Mitochondrial respiratory chain complex IV	SIGNOR-C280	Respiratory electron transport chain	SIGNOR-PH141	
MK-2206	CHEBI:67271	AKT1	P47196	
MK-2206	CHEBI:67271	AKT2	P47197	
MK-2206	CHEBI:67271	AKT3	Q63484	
MK-2206	CHEBI:67271	AKT	SIGNOR-PF24	
MK-2461	CID:44137946	MERTK	P57097	
MK-2461	CID:44137946	MET	P97523	
MK-2461	CID:44137946	MST1R	D3ZYM4	
MK-2461	CID:44137946	PDGFRB	Q05030	
MK-8245	CID:24988881	SCD1	P07308	
MLH1	P97679	DNA_repair	SIGNOR-PH57	
MLL-AF4	SIGNOR-FP4	Apoptosis	SIGNOR-PH2	
MLL1 complex	SIGNOR-C89	PAX7/MLL1 complex	SIGNOR-C90	0.1
MLL-AF4	SIGNOR-FP4	Cell_death	SIGNOR-PH109	
PPM1D	B1WCA0	RPS6KA3	D3Z8E0	0.234
PPM1D	B1WCA0	RPS6KA3	D3Z8E0	0.234
IKBKE	D4A5E7	Tank	F1M101	0.673
alvocidib hydrochloride	CHEBI:90998	CDK1	P39951	
Mllt11	Q5M971	Differentiation	SIGNOR-PH37	
Mllt11	Q5M971	Proliferation	SIGNOR-PH4	
MMP14	Q10739	Adipogenesis	SIGNOR-PH26	
PPM1D	B1WCA0	RPS6KA3	D3Z8E0	0.234
PPM1D	B1WCA0	MDM2	D3ZVH5	0.604
PPM1D	B1WCA0	MDM2	D3ZVH5	0.604
PPM1D	B1WCA0	ATM	D4ACL8	0.34
PPM1D	B1WCA0	MAPK14	P70618	0.338
PPM1D	B1WCA0	MAPK14	P70618	0.338
MMP3	P03957	HBEGF	Q06175	0.409
moclobemide	CHEBI:83531	Maoa	P21396	
moclobemide	CHEBI:83531	Maob	P19643	
morphine	CHEBI:17303	OPRD1	P33533	
morphine	CHEBI:17303	OPRK1	P34975	
morphine	CHEBI:17303	OPRM1	P33535	
motesanib	CHEBI:51098	FLT1	P53767	
alvocidib hydrochloride	CHEBI:90998	CDK2	Q63699	
motesanib	CHEBI:51098	KDR	O08775	
alvocidib hydrochloride	CHEBI:90998	CDK4	P35426	
MRE11/RAD50/NBS1	SIGNOR-C147	DNA_repair	SIGNOR-PH57	
Mrpl23	Q63750	39S mitochondrial large ribosomal subunit	SIGNOR-C285	
Nckap1	P55161	Nhs	F1LU76	0.1
Mrpl58	D3ZDP2	39S mitochondrial large ribosomal subunit	SIGNOR-C285	
alvocidib hydrochloride	CHEBI:90998	CDK5	Q03114	
alvocidib hydrochloride	CHEBI:90998	CDK6	F1MA87	
MTA1	Q62599	CLOCK/ARNTL	SIGNOR-C195	
HEY1	D3ZNI5	MYOG	P20428	0.273
alvocidib hydrochloride	CHEBI:90998	CDK9	Q641Z4	
mTORC1	SIGNOR-C3	Autophagy	SIGNOR-PH31	
mTORC1	SIGNOR-C3	Cell_growth	SIGNOR-PH33	
IKBKE	D4A5E7	IRF7	Q3SWU2	0.609
mTORC1	SIGNOR-C3	ISCU	B2RZ79	
mTORC1	SIGNOR-C3	Proliferation	SIGNOR-PH4	
mTORC1	SIGNOR-C3	Proliferation	SIGNOR-PH4	
mTORC1	SIGNOR-C3	Skeletal_muscle_differentiation	SIGNOR-PH1	
MTOR	P42346	Myotube_hypertrophy	SIGNOR-PH20	
MTOR	P42346	Proliferation	SIGNOR-PH4	
MTOR	P42346	Proliferation	SIGNOR-PH4	
Mycl	G3V7T4	Differentiation	SIGNOR-PH37	
Mycl	G3V7T4	Proliferation	SIGNOR-PH4	
MYC	P09416	Proliferation	SIGNOR-PH4	
MYC	P09416	Proliferation	SIGNOR-PH4	
MYC	P09416	Proliferation	SIGNOR-PH4	
Myct1	D3ZUL5	Apoptosis	SIGNOR-PH2	
Myct1	D3ZUL5	Proliferation	SIGNOR-PH4	
MYF5	D3ZVU3	Proliferation	SIGNOR-PH4	
MYF6	P19335	Skeletal_muscle_differentiation	SIGNOR-PH1	
MYOD1	Q02346	Differentiation	SIGNOR-PH37	
MYOD1	Q02346	Skeletal_muscle_differentiation	SIGNOR-PH1	
MYOD1/SWI/SNF complex	SIGNOR-C93	GYS1	A2RRU1	
Myof	D4ACN7	Myoblast_fusion	SIGNOR-PH98	
MYOG	P20428	Skeletal_muscle_differentiation	SIGNOR-PH1	
MYOG	P20428	Skeletal_muscle_differentiation	SIGNOR-PH1	
MYOG	P20428	Skeletal_muscle_differentiation	SIGNOR-PH1	
N-(1,3-benzodioxol-5-ylmethyl)-4-(4-benzofuro[3,2-d]pyrimidinyl)-1-piperazinecarbothioamide	CHEBI:91389	PDGFRA	P20786	
N1'-[3-fluoro-4-[[6-methoxy-7-[3-(4-morpholinyl)propoxy]-4-quinolinyl]oxy]phenyl]-N1-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide	CHEBI:91418	AXL	E9PSY0	
N1'-[3-fluoro-4-[[6-methoxy-7-[3-(4-morpholinyl)propoxy]-4-quinolinyl]oxy]phenyl]-N1-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide	CHEBI:91418	KDR	O08775	
N1'-[3-fluoro-4-[[6-methoxy-7-[3-(4-morpholinyl)propoxy]-4-quinolinyl]oxy]phenyl]-N1-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide	CHEBI:91418	MET	P97523	
N1'-[3-fluoro-4-[[6-methoxy-7-[3-(4-morpholinyl)propoxy]-4-quinolinyl]oxy]phenyl]-N1-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide	CHEBI:91418	MET	P97523	
N'-(1,8-dimethyl-4-imidazo[1,2-a]quinoxalinyl)ethane-1,2-diamine	CHEBI:91340	CHUK	G3V926	
N'-(1,8-dimethyl-4-imidazo[1,2-a]quinoxalinyl)ethane-1,2-diamine	CHEBI:91340	IKBKB	Q9QY78	
N-(2,3-dihydro-1,4-benzodioxin-2-ylmethyl)-2-(2,6-dimethoxyphenoxy)ethanamine	CHEBI:64098	ADRA1A	P43140	
N-(2,3-dihydro-1,4-benzodioxin-2-ylmethyl)-2-(2,6-dimethoxyphenoxy)ethanamine	CHEBI:64098	ADRA1B	P15823	
N-(2,3-dihydro-1,4-benzodioxin-2-ylmethyl)-2-(2,6-dimethoxyphenoxy)ethanamine	CHEBI:64098	ADRA1D	P23944	
N-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-N-(2-pyridinyl)cyclohexanecarboxamide	CHEBI:125619	HTR1A	P19327	
N-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-N-(2-pyridinyl)cyclohexanecarboxamide	CHEBI:125619	HTR1A	P19327	
N-[2-[4-(2-methoxyphenyl)-1-piperazinyl]ethyl]-N-(2-pyridinyl)cyclohexanecarboxamide	CHEBI:125619	HTR1A	P19327	
N-(2-(4-(7-Methoxy-1-naphthalenyl)-1-piperazinyl)ethyl)-2-thiophenecarboxamide	CID:131907	HTR1A	P19327	
N-(2,6-dimethylphenyl)-5,6-dihydro-4H-1,3-thiazin-2-amine	CHEBI:92386	ADRA2A	P22909	
N-(2,6-dimethylphenyl)-5,6-dihydro-4H-1,3-thiazin-2-amine	CHEBI:92386	Adra2b	P19328	
N-(2,6-dimethylphenyl)-5,6-dihydro-4H-1,3-thiazin-2-amine	CHEBI:92386	Adra2c	P22086	
N-(2-aminophenyl)-4-[[[4-(3-pyridinyl)-2-pyrimidinyl]amino]methyl]benzamide	CHEBI:94525	HDAC1	Q4QQW4	
N-(2-aminophenyl)-4-[[[4-(3-pyridinyl)-2-pyrimidinyl]amino]methyl]benzamide	CHEBI:94525	HDAC1	Q4QQW4	
N-(2-aminophenyl)-4-[[[4-(3-pyridinyl)-2-pyrimidinyl]amino]methyl]benzamide	CHEBI:94525	HDAC1	Q4QQW4	
N-(2-aminophenyl)-4-[[[4-(3-pyridinyl)-2-pyrimidinyl]amino]methyl]benzamide	CHEBI:94525	HDAC2	F7ENH8	
N-(2-aminophenyl)-4-[[[4-(3-pyridinyl)-2-pyrimidinyl]amino]methyl]benzamide	CHEBI:94525	HDAC2	F7ENH8	
N-(2-aminophenyl)-4-[[[4-(3-pyridinyl)-2-pyrimidinyl]amino]methyl]benzamide	CHEBI:94525	HDAC2	F7ENH8	
N-(2-aminophenyl)-4-[[[4-(3-pyridinyl)-2-pyrimidinyl]amino]methyl]benzamide	CHEBI:94525	HDAC3	Q6P6W3	
N-(2-aminophenyl)-4-[[[4-(3-pyridinyl)-2-pyrimidinyl]amino]methyl]benzamide	CHEBI:94525	HDAC3	Q6P6W3	
N-(2-aminophenyl)-4-[[[4-(3-pyridinyl)-2-pyrimidinyl]amino]methyl]benzamide	CHEBI:94525	HDAC3	Q6P6W3	
N-(2-chlorophenyl)-4-[[2-[4-[2-(4-ethyl-1-piperazinyl)-2-oxoethyl]anilino]-5-fluoro-4-pyrimidinyl]amino]benzamide	CHEBI:91365	AURKA	P59241	
N-[2-hydroxy-5-(1-hydroxy-2-{[1-(4-methoxyphenyl)propan-2-yl]amino}ethyl)phenyl]formamide	CHEBI:63082	ADRB1	P18090	
N-[2-hydroxy-5-(1-hydroxy-2-{[1-(4-methoxyphenyl)propan-2-yl]amino}ethyl)phenyl]formamide	CHEBI:63082	ADRB2	P10608	
N-[(2S)-2,3-dihydroxypropyl]-3-(2-fluoro-4-iodoanilino)-4-pyridinecarboxamide	CHEBI:94793	MAP2K1	Q01986	
N-[(2S)-2,3-dihydroxypropyl]-3-(2-fluoro-4-iodoanilino)-4-pyridinecarboxamide	CHEBI:94793	MAP2K2	P36506	
N-[(2S)-2,3-dihydroxypropyl]-3-(2-fluoro-4-iodoanilino)-4-pyridinecarboxamide	CHEBI:94793	MEK1/2	SIGNOR-PF25	
N-[3-[[5-bromo-4-[2-(1H-imidazol-5-yl)ethylamino]-2-pyrimidinyl]amino]phenyl]-1-pyrrolidinecarboxamide	CHEBI:91357	PDPK1	O55173	
N-[3-[[5-Cyclopropyl-2-(4-morpholin-4-ylanilino)pyrimidin-4-yl]amino]propyl]cyclobutanecarboxamide	CID:44465558	TBK1	D4A7D3	
N-[3-[[5-iodo-4-[3-[[oxo(thiophen-2-yl)methyl]amino]propylamino]-2-pyrimidinyl]amino]phenyl]-1-pyrrolidinecarboxamide	CHEBI:91439	TBK1	D4A7D3	
N-(3-aminopropyl)-N-[(1R)-1-[7-chloro-4-oxo-3-(phenylmethyl)-2-quinazolinyl]-2-methylpropyl]-4-methylbenzamide	CHEBI:94692	KIF11	F1MAB8	
N-[[3-fluoro-4-[[2-(1-methyl-4-imidazolyl)-7-thieno[3,2-b]pyridinyl]oxy]anilino]-sulfanylidenemethyl]-2-phenylacetamide	CHEBI:91393	FLT1	P53767	
N-[[3-fluoro-4-[[2-(1-methyl-4-imidazolyl)-7-thieno[3,2-b]pyridinyl]oxy]anilino]-sulfanylidenemethyl]-2-phenylacetamide	CHEBI:91393	FLT4	Q91ZT1	
N-[[3-fluoro-4-[[2-(1-methyl-4-imidazolyl)-7-thieno[3,2-b]pyridinyl]oxy]anilino]-sulfanylidenemethyl]-2-phenylacetamide	CHEBI:91393	MET	P97523	
N-[[3-fluoro-4-[[2-(1-methyl-4-imidazolyl)-7-thieno[3,2-b]pyridinyl]oxy]anilino]-sulfanylidenemethyl]-2-phenylacetamide	CHEBI:91393	MST1R	D3ZYM4	
N-[[3-fluoro-4-[[2-(1-methyl-4-imidazolyl)-7-thieno[3,2-b]pyridinyl]oxy]anilino]-sulfanylidenemethyl]-2-phenylacetamide	CHEBI:91393	TEK	D3ZCD0	
N-(3-methoxy-5-methyl-2-pyrazinyl)-2-[4-(1,3,4-oxadiazol-2-yl)phenyl]-3-pyridinesulfonamide	CHEBI:94573	EDNRA	P26684	
N-[4-[(2-amino-3-chloro-4-pyridinyl)oxy]-3-fluorophenyl]-4-ethoxy-1-(4-fluorophenyl)-2-oxo-3-pyridinecarboxamide	CHEBI:91409	AXL	E9PSY0	
N-[4-[(2-amino-3-chloro-4-pyridinyl)oxy]-3-fluorophenyl]-4-ethoxy-1-(4-fluorophenyl)-2-oxo-3-pyridinecarboxamide	CHEBI:91409	MET	P97523	
