ENTITYA	IDA	ENTITYB	IDB	SCORE
POU5F1	P20263	PAX6	P63015	0.323
Isradipine	CHEBI:6073	CACNA1C	Q01815	
PPARD	P35396	Sod1	P08228	0.155
PPM1A	P49443	AXIN1	O35625	0.356
PPM1D	Q9QZ67	CHEK1	O35280	0.339
PPM1D	Q9QZ67	MAPK12	O08911	0.216
ivacaftor	CHEBI:66901	CFTR	P26361	
PPP1CC	P63087	CDK9	Q99J95	0.1
ADL-5859	CID:46931003	OPRD1	P32300	
PPP2CA	P63330	RPS6KB1	Q8BSK8	0.658
NFYC	P70353	Sox18	P43680	0.1
PPP2CB	P62715	IKBKB	O88351	0.178
PPP3CA	P63328	NFATC3	P97305	0.426
PPP3CB	P48453	TFEB	Q9R210	0.318
PRKACA	P05132	FXYD1	Q9Z239	0.402
PRKACA	P05132	GLI3	Q61602	0.399
PRKACA	P05132	IGF2R	Q07113	0.1
lenalidomide	CHEBI:63791	CRBN	Q8C7D2	
PRKACA	P05132	KCNJ13	P86046	0.1
levomilnacipran	CHEBI:136040	Slc6a2	O55192	
linifanib	CHEBI:91435	PDGFRA	P26618	
lovastatin	CHEBI:40303	NR1I2	O54915	
PRKACA	P05132	WT1	P22561	0.298
hesperadin	CHEBI:70726	AURKB	O70126	
PRKCA	P20444	CD5	P13379	0.27
LSM-1131	CHEBI:91398	MET	P16056	
PRKCA	P20444	GRIN2B	Q01097	0.387
lurasidone	CHEBI:70735	Adra2c	Q01337	
PRKCA	P20444	RHO	P15409	0.37
PRKCB	P68404	ANXA2	P07356	0.279
PRKCB	P68404	MARCKS	P26645	0.61
CCT128930	CID:17751819	AKT2	Q60823	
PRKCB	P68404	TOP2A	Q01320	0.335
PRKCD	P28867	ITGB2	P11835	0.268
PRKCD	P28867	PRKCD	P28867	0.1
Amyloid_fibril_formation	SIGNOR-PH59	DKK1	O54908	
CCT129202	CID:16202152	AURKA	P97477	
CCT129202	CID:16202152	AURKB	O70126	
PRKCZ	Q02956	YWHAB	Q9CQV8	0.322
ERK1/2	SIGNOR-PF1	Dhps	Q3TXU5	0.1
CCT129202	CID:16202152	AURKC	O88445	
PRKDC	P97313	IRF3	P70671	0.337
CCT137690	CID:25154041	AURKA	P97477	
Cdh7	Q8BM92	CTNNB1	Q02248	0.536
CCT137690	CID:25154041	AURKB	O70126	
CCT137690	CID:25154041	AURKC	O88445	
CTDSPL	P58465	SMAD1	P70340	0.455
AT-406	CID:25022340	BIRC2	Q62210	
PTCH1	Q61115	SMO	P56726	0.719
CCT239065	CID:44131523	BRAF	P28028	
PTGER2	Q62053	EGFR	Q01279	0.194
PTH	Q9Z0L6	PTH2R	Q91V95	0.63
CCT239065	CID:44131523	LCK	P06240	
CTDSPL	P58465	SMAD1	P70340	0.455
PTPN1	P35821	PDGFRB	P05622	0.629
PTPN1	P35821	ROS1	Q78DX7	0.343
RAB23	P35288	GLI3	Q61602	0.46
RAB23	P35288	GLIS2	Q8VDL9	0.1
PTPN6	P29351	JAK2	Q62120	0.669
PTPRA	P18052	FYN	P39688	0.613
PTPRA	P18052	KCNB1	Q03717	0.1
PTPRC	P06800	JAK2	Q62120	0.413
PTPRF	A2A8L5	RET	P35546	0.364
CTDSPL	P58465	SMAD1	P70340	0.455
PTPRJ	Q64455	LAT	O54957	0.296
PTTG1	Q9CQJ7	Lgals1	P16045	0.1
RAB5A	Q9CQD1	PIK3R4	Q8VD65	0.307
RAF1	Q99N57	STK3	Q9JI10	0.32
maraviroc	CHEBI:63608	CCL4	P14097	
RBX1	P62878	NFKB1	P25799	0.369
RELA	Q04207	SP1	O89090	0.586
masitinib	CHEBI:63450	KIT	P05532	
RET	P35546	GRB7	Q03160	0.529
RGS6	Q9Z2H2	ITGB3	O54890	0.1
trametinib	CHEBI:75998	MEK1/2	SIGNOR-PF25	
RNF8	Q8VC56	UBE2N	P61089	0.685
MEF2C	Q8CFN5	MYF6	P15375	0.458
ROCK1	P70335	ARHGAP35	Q91YM2	0.292
NFYC	P70353	Gfi1b	O70237	0.219
DOK1	P97465	A3/b1 integrin	SIGNOR-C161	0.255
NRF1	Q9WU00	Fmr1	P35922	0.174
MKL2	P59759	SRF	Q9JM73	0.1
ML240	CHEBI:143014	VCP	Q01853	
RPS6KA1	P18653	EEF2K	O08796	0.423
MKL2	P59759	SRF	Q9JM73	0.1
MRE11A	Q61216	MRE11/RAD50/NBS1	SIGNOR-C147	
S1PR2	P52592	GNAQ	P21279	0.476
Zmiz1	Q6P1E1	MYC	P01108	0.235
Sarm1	Q6PDS3	TICAM1	Q80UF7	0.428
SAV1	Q8VEB2	STK3/4	SIGNOR-PF41	0.897
SDCBP	O08992	SOX4	Q06831	0.453
Mubritinib	CID:6444692	ERBB2	P70424	
SIAH2	Q06986	HIF1A	Q61221	0.234
NFYC	P70353	NFY	SIGNOR-C1	0.965
N-(1,3-benzodioxol-5-ylmethyl)-4-(4-benzofuro[3,2-d]pyrimidinyl)-1-piperazinecarbothioamide	CHEBI:91389	KIT	P05532	
SIRT1	Q923E4	FOXO3	Q9WVH4	0.887
N-[3-[[5-iodo-4-[3-[[oxo(thiophen-2-yl)methyl]amino]propylamino]-2-pyrimidinyl]amino]phenyl]-1-pyrrolidinecarboxamide	CHEBI:91439	IKBKE	Q9R0T8	
N-[4-[(hydroxyamino)-oxomethyl]phenyl]carbamic acid [6-(diethylaminomethyl)-2-naphthalenyl]methyl ester	CHEBI:94187	HDAC3	O88895	
SKP2	Q9Z0Z3	MYC	P01108	0.66
NAE1	Q8VBW6	Apoptosis	SIGNOR-PH2	
SMAD3	Q8BUN5	SMAD3/JUN	SIGNOR-C86	0.689
SMAD7	O35253	SMAD1	P70340	0.544
SMARCB1	Q9Z0H3	CSF1	P07141	0.1
nepicastat	CHEBI:139334	DBH	Q64237	
SNW1	Q9CSN1	NOTCH1	Q01705	0.536
SOX6	P40645	CTNNB1	Q02248	0.579
SP1	O89090	Adam10	O35598	0.1
SP1	O89090	RHO	P15409	0.1
SP1	O89090	Tnc	Q80YX1	0.1
SPAG9	Q58A65	MAP3K7	Q62073	0.1
SRC	P05480	ANXA1	P10107	0.326
SRC	P05480	EGFR	Q01279	0.587
nilutamide	CHEBI:7573	AR	P19091	
NLRP3 inflammasome	SIGNOR-C225	Pyroptosis	SIGNOR-PH105	
SRC	P05480	HRAS	Q61411	0.71
N-methyl-N-[3-[[[2-[(2-oxo-1,3-dihydroindol-5-yl)amino]-5-(trifluoromethyl)-4-pyrimidinyl]amino]methyl]-2-pyridinyl]methanesulfonamide	CHEBI:91370	PTK2B	Q9QVP9	
SRC	P05480	SRC	P05480	0.1
SRF	Q9JM73	IL6	P08505	0.167
NOTCH1	Q01705	Differentiation	SIGNOR-PH37	
SS18	Q62280	SS18/MLLT10	SIGNOR-C75	0.357
DOK1	P97465	A4/b1 integrin	SIGNOR-C162	0.255
linifanib	CHEBI:91435	PDGFRB	P05622	
STAT1	P42225	RELA	Q04207	0.459
STAT3	P42227	TGFB1	P04202	0.549
Stc2	O88452	STC2/HMOX1	SIGNOR-C244	0.22
SYK	P48025	BLNK	Q9QUN3	0.731
NVP-AEW541	CID:11476171	INSR	P15208	
Obatoclax mesylate	CID:46930996	BCL2	P10417	
oxybutynin	CHEBI:7856	Chrm3	Q9ERZ3	
TCL1B4	P56844	AKT1	P31750	0.589
TET3	Q8BG87	OGT	Q8CGY8	0.347
TFAP4	Q9JIZ5	SP1	O89090	0.253
p38	SIGNOR-PF16	Actin_cytoskeleton_reorganization	SIGNOR-PH84	
PAC-1	CID:6851947	CASP3	P70677	
TGFB3	P17125	TGFB3	P17125	0.1
TGFBR1	Q64729	SHC1	P98083	0.483
Kindlin	SIGNOR-PF48	A9/b1 integrin	SIGNOR-C166	0.295
TLR4	Q9QUK6	TIRAP	Q99JY1	0.709
AMG 900	CID:24856041	AURKA	P97477	
TNFRSF21	Q9EPU5	TRADD	Q3U0V2	0.486
TOPBP1	Q6ZQF0	ATRIP	Q8BMG1	0.722
PAX7	P47239	Differentiation	SIGNOR-PH37	
PAX7	P47239	Quiescence	SIGNOR-PH25	
TP53	P02340	BIRC5	O70201	0.446
TRAF2	P39429	MAP3K7	Q62073	0.555
PD318088	CID:10231331	MAP2K2	Q63932	
Trpm6	Q8CIR4	Trpm6	Q8CIR4	0.1
TSHB	P12656	TSHR	P47750	0.648
4-(2-methyl-3-propan-2-yl-4-imidazolyl)-N-(4-methylsulfonylphenyl)-2-pyrimidinamine	CHEBI:91419	CDK2	P97377	
TWIST1	P26687	FN1	P11276	0.276
ULK1	O70405	ATG13	Q91YI1	0.894
ULK1	O70405	AMPK	SIGNOR-C15	0.428
PHA-848125	CID:16718576	CCNA2	P51943	
PHA-848125	CID:16718576	CDK2	P97377	
VAV1	P27870	CBL	P22682	0.625
VTN	P29788	A8/b1 integrin	SIGNOR-C165	0.494
WDR5	P61965	KMT2A/WDR5	SIGNOR-C57	0.793
WNT5A	P22725	MYOD1	P10085	0.2
YY1	Q00899	Hspa5	P20029	0.208
PKI-402	CID:44187953	PIK3CD	O35904	
PKI-402	CID:44187953	PIK3CG	Q9JHG7	
ZIC3	Q62521	GLI3	Q61602	0.332
CASP2	P29594	Caspase-2 PIDDosome	SIGNOR-C292	0.833
MAPK8IP1	Q9WVI9	NOTCH1	Q01705	0.155
POU5F1	P20263	AKT1	P31750	0.314
PP121	CHEBI:50915	PI3K	SIGNOR-C156	
PP121	CHEBI:50915	PIK3CA	P42337	
PP121	CHEBI:50915	PIK3CB	Q8BTI9	
CHEK1	O35280	CDC25C	P48967	0.793
MAP2K7	Q8CE90	FADD	Q61160	0.392
SRC	P05480	BCAR1	Q61140	0.733
MAPK8IP1	Q9WVI9	MAP3K10	Q66L42	0.42
Pravadoline	CID:56463	PTGS2	Q05769	
CHUK	Q60680	IRF7	P70434	0.628
CHUK	Q60680	TSC2	Q61037	0.195
PRKCG	P63318	RPS6KB2	Q9Z1M4	0.1
CLOCK	O08785	CLOCK/ARNTL2	SIGNOR-C196	0.673
CTDSPL	P58465	SMAD1	P70340	0.455
ABL1	P00520	EGFR	Q01279	0.362
Ace2	Q8R0I0	Apln	Q9R0R4	0.285
SMAD9	Q9JIW5	SMAD4	P97471	0.705
PRKCA	P20444	CD5	P13379	0.27
NFIL3	O08750	Cell_death	SIGNOR-PH109	
AKT1	P31750	CCT2	P80314	0.1
AKT1	P31750	RAF1	Q99N57	0.688
SMAD9	Q9JIW5	SMAD8/SMAD4	SIGNOR-C206	0.705
SMAD9	Q9JIW5	SMAD8/SMAD4	SIGNOR-C206	0.705
idelalisib	CHEBI:82701	PIK3CD	O35904	
MAPK8IP1	Q9WVI9	RBPJ	P31266	0.1
CAMK2A	P11798	Homer3	Q99JP6	0.1
Mrps12	O35680	28S mitochondrial small ribosomal subunit	SIGNOR-C266	0.1
AMER1	Q7TS75	WT1	P22561	0.297
DOK1	P97465	A5/b1 integrin	SIGNOR-C163	0.255
DICER1	Q8R418	DICER1/hAgo2/PRKRA	SIGNOR-C41	0.883
DKK1	O54908	WNT3A	P27467	0.638
SOSTDC1	Q9CQN4	WNT16	Q9QYS1	0.154
PRKG1	P0C605	CREB1	Q01147	0.568
ATG7	Q9D906	ATG12	Q9CQY1	0.919
DVL2	Q60838	AXIN1	O35625	0.631
ATRX	Q61687	PRC2	SIGNOR-C130	0.24
N-[[3-fluoro-4-[[2-(1-methyl-4-imidazolyl)-7-thieno[3,2-b]pyridinyl]oxy]anilino]-sulfanylidenemethyl]-2-phenylacetamide	CHEBI:91393	KDR	P35918	
AURKA	P97477	MBD3	Q9Z2D8	0.227
AVP	P35455	BAD	Q61337	0.1
GNAI1	B2RSH2	RAC1	P63001	0.403
BCL2	P10417	HTRA2	Q9JIY5	0.143
Bcorl1	A2AQH4	HDAC7	Q8C2B3	0.387
BCR	Q6PAJ1	YWHAZ	P63101	0.279
ATG14	Q8CDJ3	PIK3C3	Q6PF93	0.842
BIRC5	O70201	CASP9	Q8C3Q9	0.461
BMP2	P21274	OMD	O35103	0.202
BMP2	P21274	SMAD9	Q9JIW5	0.549
BMP4	P21275	BMPR1A	P36895	0.87
BMPR1B	P36898	SMAD9	Q9JIW5	0.616
BTC	Q05928	EGFR	Q01279	0.686
BTK	P35991	PLCG2	Q8CIH5	0.713
BUB1	O08901	Bub3	Q9WVA3	0.928
Rab8a	P55258	Cilium_assembly	SIGNOR-PH64	
Ndufa1	O35683	Mitochondrial respiratory chain complex I	SIGNOR-C277	0.848
BTRC	Q3ULA2	SMAD4	P97471	0.338
MAPK13	Q9Z1B7	EEF2K	O08796	0.529
MAPK13	Q9Z1B7	EEF2K	O08796	0.529
BTRC	Q3ULA2	EZH2	Q61188	0.34
RASSF5	Q5EBH1	KRAS	P32883	0.651
regorafenib	CHEBI:68647	Tap1	P21958	
CASP1	P29452	PSEN2	Q61144	0.258
CBLB	Q3TTA7	GRB2	Q60631	0.554
CBX4	O55187	ZEB2	Q9R0G7	0.264
BTRC	Q3ULA2	PDCD4	Q61823	0.356
CCL21A	P84444	CCR7	P47774	0.702
CCL21B	P86792	CCR7	P47774	0.702
NPY	P57774	NPY5R	O70342	0.664
RISC(DICER1/AGO2/TARBP2)	SIGNOR-C32	NcRNA_processing	SIGNOR-PH95	
CDC7	Q9Z0H0	MCM2	P97310	0.959
CDC7	Q9Z0H0	MCM2	P97310	0.959
ROCK1	P70335	Membrane_blebbing	SIGNOR-PH24	
SMO	P56726	Timp3	P39876	0.1
CDK1	P11440	EEF2K	O08796	0.291
CDK1	P11440	MASTL	Q8C0P0	0.409
seliciclib	CHEBI:45307	CDK1	P11440	
MAPK13	Q9Z1B7	TP53	P02340	0.372
CDK2	P97377	MYBL2	P48972	0.657
CDK2	P97377	SF3B1	Q99NB9	0.222
CDK4	P30285	MYOD1	P10085	0.431
PAK3	Q61036	RAF1	Q99N57	0.524
S3I-201	CHEBI:91224	STAT3	P42227	
CDK5	P49615	PARK2	Q9WVS6	0.1
CDK6	Q64261	CDKN1B	P46414	0.828
CDK7	Q03147	CDK1	P11440	0.564
Scn10a	Q6QIY3	Action_potential	SIGNOR-PH82	
CDK8	Q8R3L8	NOTCH1	Q01705	0.453
Scn9a	Q62205	Action_potential	SIGNOR-PH82	
PDGFB	P31240	PDGFRA	P26618	0.662
seliciclib	CHEBI:45307	CCNA2	P51943	
SEPT2	P42208	SEPT6/SEPT2	SIGNOR-C71	
CDKN1A	P39689	CDK1	P11440	0.868
CDKN2C	Q60772	CDK4	P30285	0.873
CDX1	P18111	VIL1	Q62468	0.18
SMO	P56726	ARRB1	Q8BWG8	0.586
SGX-523	CHEBI:90624	MET	P16056	
1038915-60-4	CID:24958200	PARP2	O88554	
BTRC	Q3ULA2	SCF-betaTRCP	SIGNOR-C5	0.786
SMO	P56726	ARRB1	Q8BWG8	0.586
CHUK	Q60680	IKBKB	O88351	0.702
A-966492	CID:16666333	PARP2	O88554	
MAPK13	Q9Z1B7	KRT8	P11679	0.1
cabozantinib	CHEBI:72317	MET	P16056	
MAPK13	Q9Z1B7	STMN1	P54227	0.323
CREB3	Q61817	HERPUD1	Q9JJK5	0.197
CREBBP	P45481	CREB1	Q01147	0.94
MAPK13	Q9Z1B7	STMN1	P54227	0.323
MAPK13	Q9Z1B7	STMN1	P54227	0.323
SOX4	Q06831	Differentiation	SIGNOR-PH37	
CSNK1D	Q9DC28	DVL2	Q60838	0.453
CSNK2A2	O54833	CARD9	A2AIV8	0.291
CSNK2A1	Q60737	CARD9	A2AIV8	0.291
CSNK2A2	O54833	EIF5	P59325	0.357
CSNK2A1	Q60737	EIF5	P59325	0.357
MAPK13	Q9Z1B7	TP53BP1	P70399	0.1
MAPK13	Q9Z1B7	PRKD1	Q62101	0.1
SMO	P56726	GNG2	P63213	0.299
CSNK2A2	O54833	IGF2R	Q07113	0.38
CSNK2A1	Q60737	IGF2R	Q07113	0.38
CSNK2A2	O54833	MYCN	P03966	0.377
CSNK2A1	Q60737	MYCN	P03966	0.377
CSNK2A2	O54833	PIAS1	O88907	0.272
CSNK2A1	Q60737	PIAS1	O88907	0.272
CSNK2A2	O54833	TTI1	Q91V83	0.1
CSNK2A1	Q60737	TTI1	Q91V83	0.1
CSNK2A2	O54833	XRCC1	Q60596	0.332
CSNK2A1	Q60737	XRCC1	Q60596	0.332
SMO	P56726	GNG2	P63213	0.299
STAT3	P42227	SP1/STAT3	SIGNOR-C74	0.384
CTDNEP1	Q3TP92	BMPR2	O35607	0.31
SMO	P56726	GNB1	P62874	0.299
PRKG1	P0C605	Sept3	Q9Z1S5	0.1
PRKACA	P05132	DYNLRB1	P62627	0.1
SMO	P56726	GNB1	P62874	0.299
CTDSPL	P58465	RB1	P13405	0.181
SMO	P56726	GNB2	P62880	0.1
CTNND1	P30999	CDH1	P09803	0.948
CTNNB1	Q02248	MYOD1	P10085	0.271
CTNNB1	Q02248	SOX2	P48432	0.654
tacrolimus (anhydrous)	CHEBI:61049	PPP3CB	P48453	
TAK-960	CID:53357478	PLK1	Q07832	
Cyfip1	Q7TMB8	Nhs	B1AV60	0.1
PRKCA	P20444	ITPKA	Q8R071	0.311
DDB1	Q3U1J4	DDB2/DDB1	SIGNOR-C39	0.935
DDX5	Q61656	DDX5/DDX17	SIGNOR-C40	0.418
Deaf1	Q9Z1T5	HTR1A	Q64264	0.297
Telatinib	CID:9808844	FLT4	P35917	
DLL1	Q61483	NOTCH3	Q61982	0.602
TG101209	CHEBI:90304	JAK3	Q62137	
DNAJC3	Q91YW3	EIF2AK4	Q9QZ05	0.451
sonidegib	CHEBI:90863	SMO	P56726	
DR1	Q91WV0	NC2 complex	SIGNOR-C108	0.735
PHLPP2	Q8BXA7	PRKCB	P68404	0.276
Timp3	P39876	Angiogenesis	SIGNOR-PH46	
DUSP3	Q9D7X3	EGFR	Q01279	0.289
DUSP8	O09112	MAPK14	P47811	0.522
DYNLL1	P63168	AMBRA1	A2AH22	0.515
TLR4	Q9QUK6	Immune_response	SIGNOR-PH17	
E2F1	Q61501	PPARG	P37238	0.316
torkinib	CHEBI:90679	MTOR	Q9JLN9	
EGFR	Q01279	CTNND1	P30999	0.584
TP53	P02340	Cell_death	SIGNOR-PH109	
MARK2	Q05512	PARD3	Q99NH2	0.408
TP53	P02340	Proliferation	SIGNOR-PH4	
EGFR	Q01279	PIK3C2B	E9QAN8	0.387
EGFR	Q01279	PIK3R1	P26450	0.814
orantinib	CHEBI:91088	FGFR1	P16092	
EGR2	P08152	Nab2	Q61127	0.496
TUBG1	P83887	Microtubule_polimerization	SIGNOR-PH106	
EP300	B2RWS6	MYOD1	P10085	0.629
EP300	B2RWS6	SMAD1	P70340	0.351
EPHA2	Q03145	PIK3R2	O08908	0.31
EPHB2	P54763	SYNJ1	Q8CHC4	0.539
U0126	CHEBI:90693	MAPK7	Q9WVS8	
Erg	P81270	WNT3A	P27467	0.1
ERK1/2	SIGNOR-PF1	FGFR1	P16092	0.1
SMO	P56726	GNB2	P62880	0.1
UNII-XH2662798I	CID:16156006	H3F3A	P84244	
Ern1	Q9EQY0	JUN	P05627	0.266
UVB radiation	SIGNOR-ST17	Pah	P16331	
ESRRB	Q61539	NR0B1	Q61066	0.236
ETV2	P41163	SPI1	P17433	0.149
FSTL3	Q9EQC7	MSTN	O08689	0.657
KIT	P05532	Sla	Q60898	0.1
PRKCA	P20444	Gpm6a	P35802	0.273
MYC	P01108	SIRT1	Q923E4	0.481
WYE-687	CID:25229450	MTOR	Q9JLN9	
Haus7	Q8BKT8	HAUS complex	SIGNOR-C281	0.676
PTK6	Q64434	KHDRBS1	Q60749	0.671
Zfpm1	O35615	Megakaryocyte_differentiation	SIGNOR-PH103	
Cfi	Q61129	C3	P01027	0.869
ZSTK-474	CHEBI:90545	PI3K	SIGNOR-C156	
F-actin_assembly	SIGNOR-PH18	AIIB/b3 integrin	SIGNOR-C173	
F-actin_assembly	SIGNOR-PH18	LATS1	Q8BYR2	
F-actin_assembly	SIGNOR-PH18	LATS2	Q7TSJ6	
F-actin_assembly	SIGNOR-PH18	Platelet_morphogenesis	SIGNOR-PH135	
farnesol	CHEBI:28600	Ugt1a1	Q63886	
Fastkd2	Q922E6	Stress_granules	SIGNOR-PH124	
Fastkd5	Q7TMV3	Stress_granules	SIGNOR-PH124	
Fbxo30	Q8BJL1	Muscle_atrophy	SIGNOR-PH40	
FBXO32	Q9CPU7	Muscle_atrophy	SIGNOR-PH40	
FBXO32	Q9CPU7	Muscle_atrophy	SIGNOR-PH40	
Fatty acid	SIGNOR-ST19	PPARG	P37238	
FBXO32	Q9CPU7	Muscle_atrophy	SIGNOR-PH40	
FBXO32	Q9CPU7	Muscle_atrophy	SIGNOR-PH40	
FBXO32	Q9CPU7	Protein_degradation	SIGNOR-PH96	
FBXO32	Q9CPU7	Protein_degradation	SIGNOR-PH96	
Fcer1g	P20491	FCER1G/FCER1G	SIGNOR-C199	
FCGR1	P26151	M2_polarization	SIGNOR-PH55	
felodipine	CHEBI:585948	NR3C2	Q8VII8	
fenoterol	CHEBI:149226	ADRB1	P34971	
fenoterol	CHEBI:149226	ADRB2	P18762	
fenoterol	CHEBI:149226	Adrb3	P25962	
fentanyl	CHEBI:119915	OPRK1	P33534	
fentanyl	CHEBI:119915	OPRM1	P42866	
fexofenadine	CHEBI:5050	HRH1	P70174	
fexofenadine	CHEBI:5050	HRH1	P70174	
PTK6	Q64434	KHDRBS1	Q60749	0.671
PTK6	Q64434	KHDRBS1	Q60749	0.671
FGF2	P15655	Angiogenesis	SIGNOR-PH46	
FGFR1OP	Q66JX5	FGFR1OP/CEP350	SIGNOR-C52	
Fgg	Q8VCM7	Platelet_aggregation	SIGNOR-PH81	
Flesinoxan	CID:57347	HTR1A	Q64264	
FLI1	P26323	Megakaryocyte_differentiation	SIGNOR-PH103	
FLI1	P26323	Monocyte_differentiation	SIGNOR-PH101	
FLNA	Q8BTM8	F-actin_assembly	SIGNOR-PH18	
FLT3	Q00342	Skeletal_muscle_differentiation	SIGNOR-PH1	
fludrocortisone	CHEBI:50885	NR3C2	Q8VII8	
formestane	CHEBI:75172	CYP19A1	P28649	
Fostamatinib disodium	CID:25008120	SYK	P48025	
FOXA1	P35582	Apoptosis	SIGNOR-PH2	
FOXA1	P35582	Cell_death	SIGNOR-PH109	
FOXL2	O88470	Cell_death	SIGNOR-PH109	
FOXO1	Q9R1E0	Adipogenesis	SIGNOR-PH26	
FOXO1	Q9R1E0	Adipogenesis	SIGNOR-PH26	
FOXO1	Q9R1E0	Adipogenesis	SIGNOR-PH26	
FOXO1	Q9R1E0	Metabolism	SIGNOR-PH77	
FOXO3	Q9WVH4	Autophagy	SIGNOR-PH31	
FOXO3	Q9WVH4	Cell_cycle_block	SIGNOR-PH10	
FOXO3	Q9WVH4	Cell_death	SIGNOR-PH109	
FOXO3	Q9WVH4	Muscle_atrophy	SIGNOR-PH40	
FOXO	SIGNOR-PF27	Adipogenesis	SIGNOR-PH26	
FOXO	SIGNOR-PF27	Apoptosis	SIGNOR-PH2	
FOXO	SIGNOR-PF27	Muscle_atrophy	SIGNOR-PH40	
FOXP3	Q99JB6	T-reg_differentiation	SIGNOR-PH91	
TG101209	CHEBI:90304	FLT3	Q00342	
frovatriptan	CHEBI:134991	HTR1A	Q64264	
frovatriptan	CHEBI:134991	Htr1b	P28334	
frovatriptan	CHEBI:134991	HTR1D	Q61224	
MAPK13	Q9Z1B7	Rcsd1	Q3UZA1	0.282
fulvestrant	CHEBI:31638	ESR1	P19785	
fulvestrant	CHEBI:31638	ESR2	O08537	
furtrethonium	CHEBI:134764	Chrm1	P12657	
furtrethonium	CHEBI:134764	Chrm3	Q9ERZ3	
furtrethonium	CHEBI:134764	Chrm4	P32211	
FUS	P56959	Protein_aggregates	SIGNOR-PH142	
G1/S_transition	SIGNOR-PH50	DNA_replication	SIGNOR-PH53	
G3bp2	P97379	Stress_granules	SIGNOR-PH124	
GATA1	P17679	Erythrocyte_differentiation	SIGNOR-PH104	
GATA2	O09100	Adipogenesis	SIGNOR-PH26	
GATA2	O09100	Mast-Cell_diff	SIGNOR-PH117	
GATA2	O09100	Megakaryocyte_differentiation	SIGNOR-PH103	
GATA3	P23772	T-lymphocyte_diff	SIGNOR-PH112	
gefitinib	CHEBI:49668	EGFR	Q01279	
gemcitabine	CHEBI:175901	Rrm1	P07742	
gemcitabine	CHEBI:175901	RRM2	P11157	
gemcitabine	CHEBI:175901	TYMS	P07607	
gemfibrozil	CHEBI:5296	PPARA	P23204	
genistein	CHEBI:28088	ESR2	O08537	
Gfi1	P70338	Granulocyte_differentiation	SIGNOR-PH102	
GFs	SIGNOR-ST12	AKT1	P31750	
GFs	SIGNOR-ST12	AKT2	Q60823	
GFs	SIGNOR-ST12	AKT3	Q9WUA6	
GFs	SIGNOR-ST12	AKT	SIGNOR-PF24	
GFs	SIGNOR-ST12	mTORC1	SIGNOR-C3	
GFs	SIGNOR-ST12	RTKs	SIGNOR-PF38	
ginkgolide B	CHEBI:5356	PTAFR	Q62035	
Gls	D3Z7P3	glutamine	CHEBI:28300	
Gls	D3Z7P3	Glutaminolysis	SIGNOR-PH119	
glucose	CHEBI:17234	AMPK	SIGNOR-C15	
glucose	CHEBI:17234	Hk2	O08528	
glyburide	CHEBI:5441	CFTR	P26361	
Goserelin	CHEBI:5523	Gnrhr	Q01776	
Goserelin	CHEBI:5523	LHCGR	P30730	
gossypol	CHEBI:28584	BCL2	P10417	
GPIb-IX-V complex	SIGNOR-C270	Platelet_aggregation	SIGNOR-PH81	
GPR37	Q9QY42	ER stress	SIGNOR-ST9	
ATXN7	Q8R4I1	CRX	O54751	0.524
GRIA1	P23818	Excitatory_synaptic_transmission	SIGNOR-PH133	
Gsdmdc1	Q9D8T2	Pyroptosis	SIGNOR-PH105	
GSK1016790A	CID:23630211	Trpv4	Q9EPK8	
GSK1059615	CHEBI:71955	MTOR	Q9JLN9	
GSK1059615	CHEBI:71955	PIK3CA	P42337	
GSK1059615	CHEBI:71955	PIK3CG	Q9JHG7	
GSK1292263	CID:24996872	GPR119	Q7TQP3	
GSK1292263	CID:24996872	GPR119	Q7TQP3	
GSK2126458	CID:25167777	PI3K	SIGNOR-C156	
GSK2126458	CID:25167777	PIK3CA	P42337	
GSK2126458	CID:25167777	PIK3CB	Q8BTI9	
GSK2126458	CID:25167777	PIK3CD	O35904	
GSK2126458	CID:25167777	PIK3CG	Q9JHG7	
TCAP	O70548	TTN	A2ASS6	0.895
FANCG	Q9EQR6	SPTAN1	P16546	0.308
FANCG	Q9EQR6	Fanconi anemia core complex	SIGNOR-C300	0.912
FANCG	Q9EQR6	D1-D2-G-X3 complex	SIGNOR-C301	0.655
OGT	Q8CGY8	Tet1	Q3URK3	0.344
PPM1D	Q9QZ67	CHEK1	O35280	0.339
PPM1D	Q9QZ67	CHEK2	Q9Z265	0.491
PPM1D	Q9QZ67	H2AFX	P27661	0.1
GSK3B	Q9WV60	Protein_synthesis	SIGNOR-PH29	
GSK690693	CHEBI:90677	AKT1	P31750	
GSK690693	CHEBI:90677	AKT1	P31750	
GSK690693	CHEBI:90677	AKT3	Q9WUA6	
GSN	P13020	F-actin_assembly	SIGNOR-PH18	
Gsta1	P13745	Apoptosis	SIGNOR-PH2	
Gsta1	P13745	Proliferation	SIGNOR-PH4	
Guanabenz	CHEBI:5553	ADRA2A	Q01338	
Guanabenz	CHEBI:5553	Adra2b	P30545	
Guanabenz	CHEBI:5553	Adra2c	Q01337	
Guanfacine	CHEBI:5558	ADRA2A	Q01338	
Guanfacine	CHEBI:5558	Adra2b	P30545	
GUCY1B3	O54865	GUCY1A2-B3	SIGNOR-C138	
GUCY1B3	O54865	GUCY1A3-B3	SIGNOR-C140	
GUCY1B2	Q8BXH3	GUCY1A2-B2	SIGNOR-C137	
